0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-431.94693773559055,52.39850052212664,35.89115938012428,30.62509123192114,18.644117788546705,11.573740305922339,-2.5652600103840895,-2.0879152323274432,-2.3702710279807397,3.1934537637338645,-2.2714658572626765,1.0196945058646838,-4.949088881302723,0.4432937201727062,-2.7350224711047613,2.4612955758271875,-4.063673536545303,-1.8781065841263944,-4.410760473046844,-1.3375411002368416,-5.808079986782239,-1.290432219348962,-4.721621116817676,-2.683705511491784,-7.709797132375588,-2.792959177766877,-6.432221293391935,-0.5827617529103605,-1.7163091233545138,3.5297744057641647,-0.7214686237368095,1.7539962893096457,-2.434768788588275,2.1359257573109613,-0.5496670089753435,0.5928143720853801,-0.16594509782011913,3.5575111071303573,-0.19404022245832167,1.8324139251683567
-625.368882467863,60.33927223018431,36.93987064300535,31.165206721869435,16.215719013378287,10.697357348285768,3.1985557820373454,3.6768410864378382,-1.3923170821002613,-2.019463102572007,-7.484617523303852,-0.38692839403948637,-1.8804700218893917,0.9634381175193575,-0.7347246264749882,-1.4101046678946862,-7.630856718152273,-3.432737969988206,-5.893898054349111,0.9225067947432875,-1.621474261297878,2.4263533545108933,0.30480351306266856,4.484797680482237,-3.132666473011604,0.6122702667984953,-3.4175015262429196,0.7104267551426748,-1.0994604334380411,2.834212607975251,-0.5564214010984513,2.565501545130579,-2.545296907079643,-1.316126710011333,-3.1644615018754814,1.6987496512320006,-0.056633015229979836,2.474732299131493,0.7646970106353721,4.379068120514119
-449.9076982997932,51.004049516669276,15.764839409454007,16.442006354133188,12.516372795995903,12.860819020839404,2.4179456798486436,-1.2365257977417803,-3.41286854213763,-4.73782071041136,-9.02568932143505,3.6277920651489275,-2.639651598738298,-1.9417498210338595,-3.5230431857645366,-2.404684308976626,-5.436844447992936,4.3595117715633664,-2.8280406356215955,-2.914661252857155,-8.40993777272264,-1.135346839014698,-0.8938215029094286,-0.6281567089119499,-4.876029712149358,0.4193010117625181,-3.9451635759512826,0.18032530226601998,-3.6815005636924973,0.17083724301459527,-3.890961352549646,0.09424876540155154,-0.8989507895104154,2.9852543707931134,-4.318794397567738,-1.0023104039458488,-1.4024025167367395,1.7414900834037832,0.6724592620656835,3.305293871944561
-456.77731919476133,44.89136212420948,16.137478708882536,4.1910053142200585,-2.243649918454827,2.6310207317909255,-1.9589427917350302,-0.49633829178741473,-7.912074319316069,-4.952866103638034,-8.476817840341853,-5.81039802214999,-7.874875373807662,-4.176576015892383,-7.230454104041295,-1.0052787565410117,-3.5635823116366776,0.9084322933200146,-3.697886167638958,3.266809236131209,0.7748266299639627,0.45812435357432385,-6.2683909350205,-2.472086960800446,-4.190542734178381,-0.262152409026459,-3.430162420230184,0.000998163044959646,-1.9401068446610834,2.94573441107773,-0.3827959041679412,3.0706734891829197,2.557052256438108,6.492863951901779,1.9136128845918536,4.49537945843562,1.03319060016233,2.5334836528144704,0.23703258717299047,4.007648499226255
-441.58777802326017,46.71059568635855,17.405623977471457,22.78589109887076,13.386472246996474,5.604281678675354,-2.6432330714653087,-0.4593239861147551,-2.911744175272412,-1.3331913239221822,-6.2039312927826025,0.5594461796880704,-3.927008964349522,-1.6157082705493373,-5.193732047453021,-2.3012160540934117,-5.647248142589086,-3.3642007699311174,-9.705832952397646,-2.9906087752308097,-5.929222700386036,-4.819234314019315,-5.724439844589878,-1.1563342613612195,-4.585329563460634,1.590055109697648,0.6099921050035132,4.49811792753321,0.3300874347418543,2.7141743818416084,-1.712174263760988,-0.9235983859414318,-1.6309076177079427,2.07065481214797,-2.5309992837370134,1.054542567214534,-2.347253138491407,2.44287323007676,3.428675526921674,3.404746704664409
-421.18126105143205,32.69260700698404,12.39828971836417,14.390387233065807,4.59624751246089,3.3406832068043992,0.4915447768370156,1.7550828021190266,-6.704990612836068,-0.3479819093555227,-2.7537863916044274,-1.3731463936344257,-6.124177538805106,-2.2027599388615102,-6.44785289346908,-0.32874485533167763,-2.94951300712752,-1.3752894933821516,-7.3477959075234995,-1.7613428815950576,-3.140405554743572,-2.8051042271325417,-6.688615459015097,-2.9018815410216976,-4.700609198945414,-0.8232256563431842,-4.440366066773725,0.30788226839215166,-2.2827787546892657,1.424426088077782,-1.2360425766469718,-0.2584165352706371,-3.535068891051644,3.7602912521460494,2.1073743510095744,7.458044000937115,6.988950001045345,8.265804020097123,3.0898791473830314,2.3555225175681427
-388.18400238456314,20.0842919228709,-5.792043336941737,4.1909399671820164,-5.37608469589311,-0.08105981545690999,-5.588760158434728,-6.478217748906502,-9.367599855704189,-4.5096580320789075,-2.6331373440422605,1.75899730201734,-9.356699325836415,-6.656531615178153,-6.785408936148149,-0.8151899561792906,-4.72131975871931,0.5562502399330882,-6.790324306420469,-2.6688131244694913,-0.09085399284655793,1.836456966943382,-1.2574187989418077,8.34703024141121,8.1263296389354,11.31809031803561,6.706735582483785,8.627100420920485,-0.13082008323144478,1.2065663861414255,-1.5355298017752415,0.9448696227545508,-2.723014968339382,0.5902630736184956,-3.6514216951446996,-1.8244800986307248,-3.8713873139471295,0.8827619781429827,-3.1444791999842847,-1.8094797738018635
-483.461421477406,72.61976939276718,33.828470168626595,21.880503152811276,10.882935705014315,9.37449254103716,4.137309416020964,3.136911431495156,-3.0409693503533837,0.2778270613672874,-0.7397547657695792,6.864314783762411,-1.7051347051092183,-4.442201139998947,-6.078194720127721,0.42348435478059804,-3.679213579200965,-1.0428897187183703,-7.254302316245267,-0.5670369937472592,-5.483527648055604,-2.023304845439448,-3.7364089721784293,2.1091947792336687,-3.2998410191354606,0.5803713132911045,-3.4981963701184435,-0.012230373354347658,-0.27448193773833013,6.180006476895911,2.72150840143065,2.7992889907288854,-2.148902161182274,1.6948337284578712,0.9736253215218115,2.8228087140302836,-3.3323686323528,0.0060436126017580334,-1.8103350480504932,1.3831790225183973
-467.92918585937423,57.38154646443505,29.761556898705066,28.109664742820964,16.062762463652483,9.902700979461363,-0.35301856857131086,-1.527496172057319,-7.629957104392877,-4.45690641969639,-5.811386226267766,1.7405959369222876,-1.9456320052052773,0.9992495266736116,-1.9336266788816963,-1.0675159522759572,-6.154726881973573,-0.14084814539632964,-2.3486363167158553,1.057965020139013,-3.601777125408985,2.697084555467742,0.6621213427116984,3.175896074010512,-2.122281123642638,0.6033471259145189,-3.40706790859541,-0.41447536451116623,-4.93246927595294,1.6387973150110986,-2.1528266649869705,-0.8894026399159004,-4.073771781509039,1.2733429060622996,-2.8129938480633765,1.7344642191647668,0.6829163153414656,3.260006384420908,1.5104523652135182,3.0047809352319503
-370.93921587315526,39.50479057332295,16.905623303906566,22.835957822807636,9.36259590410791,5.1881035800868505,-0.40620957944614033,-1.9663991027800247,-2.684055509937321,1.9453843176106422,-6.67350636657139,0.010432941104019577,-7.42071502852687,-3.7190591040090855,-4.933503179086677,-1.526123885479208,-6.2266265183067935,-3.3964498008917565,-8.130844029136297,-3.188517825725846,-4.275606254088215,-1.8062669379190286,-3.359293440350876,-0.9438820387140882,-5.424457419711083,-0.8589187543025354,-5.802269595517961,-0.7820796953782809,-1.8056545585514456,3.030355369182354,1.6813696019852364,5.6311847286609495,2.7115002903507164,4.313857060462465,-0.0348852140288004,4.426995053939799,2.2705899363706696,3.3834148874033185,0.8258821910068758,3.583904604925639
